Gene ID,Gene Name,root,leaf,flower bud,flower,1 cm fruit,2 cm fruit,3 cm fruit,mature green fruit,breaker fruit,fruit at 10 days after the breaker stage
Solyc12g049210.1,Solyc12g049210.1,5,4,0.6,,1,1,,,,0.2
Solyc12g049220.1,Solyc12g049220.1,36,15,24,32,56,62,82,80,66,69
Solyc12g049230.1,Solyc12g049230.1,44,14,14,30,24,30,29,30,32,30
Solyc12g049240.1,Solyc12g049240.1,,,0.1,0.1,,0.1,,,,
Solyc12g049250.1,Solyc12g049250.1,,,325,39,4,2,1,,0.4,
Solyc12g049270.1,Solyc12g049270.1,16,4,10,13,11,20,27,44,61,69
Solyc12g049280.1,Solyc12g049280.1,0.8,40,7,10,7,7,3,3,1,2
Solyc12g049290.1,Solyc12g049290.1,50,21,61,103,37,39,30,31,22,14
Solyc12g049300.1,Solyc12g049300.1,,,2,2,5,0.1,,,0.1,
Solyc12g049310.1,Solyc12g049310.1,29,19,17,31,20,19,27,41,34,42
Solyc12g049320.1,Solyc12g049320.1,2,,0.3,,0.1,,,0.1,0.1,
Solyc12g049330.1,Solyc12g049330.1,15,10,11,11,13,13,12,11,14,12
Solyc12g049340.1,Solyc12g049340.1,,,0.2,,,,,,,
Solyc12g049350.1,Solyc12g049350.1,0.1,2,4,2,0.4,2,1,0.6,0.1,
Solyc12g049360.1,Solyc12g049360.1,0.7,0.1,0.3,0.1,0.1,0.5,0.1,,,
Solyc12g049370.1,Solyc12g049370.1,32,25,27,21,24,25,23,33,18,22
Solyc12g049380.1,Solyc12g049380.1,0.1,0.4,0.1,0.1,,,,,,
Solyc12g049390.1,Solyc12g049390.1,26,19,19,12,22,31,24,42,19,4
Solyc12g049400.1,Solyc12g049400.1,2,4,122,14,128,110,58,6,0.7,0.2
Solyc12g049410.1,Solyc12g049410.1,19,6,9,9,18,19,24,24,17,25
Solyc12g049420.1,Solyc12g049420.1,35,31,65,47,25,26,32,33,15,25
Solyc12g049430.1,Solyc12g049430.1,,,0.7,0.1,0.1,0.6,0.1,,,
Solyc12g049440.1,Solyc12g049440.1,0.7,0.7,0.4,0.5,0.8,0.9,1,0.7,0.1,0.3
Solyc12g049450.1,Solyc12g049450.1,,,,,,0.3,,,,
Solyc12g049460.1,Solyc12g049460.1,0.2,0.3,0.1,0.1,0.2,0.2,1,0.2,0.2,0.3
Solyc12g049470.1,Solyc12g049470.1,3,4,3,0.6,5,4,7,2,2,1
Solyc12g049500.1,Solyc12g049500.1,3,1,2,1,0.3,0.2,0.1,,,
Solyc12g049510.1,Solyc12g049510.1,4,4,4,3,6,7,6,3,0.5,0.4
Solyc12g049520.1,Solyc12g049520.1,3,2,3,2,5,5,3,2,0.1,0.3
Solyc12g049530.1,Solyc12g049530.1,21,3,8,9,5,14,13,8,7,8
Solyc12g049540.1,Solyc12g049540.1,18,5,8,7,6,12,17,12,8,10
Solyc12g049550.1,Solyc12g049550.1,4,3,4,3,5,3,0.6,,,
Solyc12g049560.1,Solyc12g049560.1,27,19,14,17,29,36,36,32,26,41
Solyc12g049570.1,Solyc12g049570.1,35,19,20,25,26,35,31,43,51,57
Solyc12g049580.1,Solyc12g049580.1,39,28,66,31,45,39,29,36,34,49
Solyc12g049590.1,Solyc12g049590.1,7,3,4,4,3,5,6,7,9,9
Solyc12g049610.1,Solyc12g049610.1,,,,,,,0.7,,0.4,0.3
Solyc12g049620.1,Solyc12g049620.1,22,14,13,11,17,13,18,13,23,20
Solyc12g049630.1,Solyc12g049630.1,16,16,9,12,12,9,12,10,14,11
Solyc12g049650.1,Solyc12g049650.1,,,0.1,,,,,,,
Solyc12g055680.1,Solyc12g055680.1,2,,,0.2,,,,,,
Solyc12g055690.1,Solyc12g055690.1,,,0.2,,,,,,,
Solyc12g055700.1,Solyc12g055700.1,56,,,0.2,,0.3,,,,
Solyc12g055710.1,Solyc12g055710.1,2,4,0.2,0.7,8,1,0.2,3,0.5,0.3
Solyc12g055720.1,Solyc12g055720.1,72,23,20,26,52,87,121,87,47,75
Solyc12g055730.1,Solyc12g055730.1,,,1,1,,,,,0.3,6
Solyc12g055740.1,Solyc12g055740.1,35,12,19,12,24,22,15,31,15,14
Solyc12g055750.1,Solyc12g055750.1,28,8,10,12,19,21,12,28,14,32
Solyc12g055760.1,Solyc12g055760.1,454,243,951,479,1359,648,954,449,362,383
Solyc12g055770.1,Solyc12g055770.1,0.1,0.1,0.8,0.1,,,,,,
Solyc12g055780.1,Solyc12g055780.1,28,14,17,18,25,29,49,31,29,35
Solyc12g055790.1,Solyc12g055790.1,31,15,16,18,31,39,65,39,40,45
Solyc12g055800.1,Solyc12g055800.1,379,160,178,175,469,834,766,662,502,513
Solyc12g055810.1,Solyc12g055810.1,11,0.9,6,5,3,6,4,6,0.3,0.1
Solyc12g055820.1,Solyc12g055820.1,17,11,12,8,13,20,11,21,19,18
Solyc12g055830.1,Solyc12g055830.1,602,92,213,143,369,500,483,412,295,174
Solyc12g055840.1,Solyc12g055840.1,39,105,88,50,274,279,207,117,14,0.6
Solyc12g055850.1,Solyc12g055850.1,13,10,10,8,21,21,34,24,15,2
Solyc12g055860.1,Solyc12g055860.1,2,,,,1,4,3,1,,
Solyc12g055870.1,Solyc12g055870.1,,,0.5,,,,,,,0.1
Solyc12g055880.1,Solyc12g055880.1,,1,,,,,,,,
Solyc12g055890.1,Solyc12g055890.1,,0.8,0.1,0.1,,,,,,
Solyc12g055900.1,Solyc12g055900.1,,0.4,,,,,,,,3
Solyc12g055910.1,Solyc12g055910.1,14,6,5,7,6,10,10,10,6,8
Solyc12g055920.1,Solyc12g055920.1,32,8,2,2,1,0.5,,,0.1,
Solyc12g055930.1,Solyc12g055930.1,42,10,14,8,10,15,4,20,30,50
Solyc12g055940.1,Solyc12g055940.1,2,34,14,19,12,23,47,20,12,11
Solyc12g055950.1,Solyc12g055950.1,13,4,4,4,4,5,6,7,7,7
Solyc12g055960.1,Solyc12g055960.1,3,,,,,,,,,
Solyc12g055970.1,Solyc12g055970.1,39,13,25,44,27,54,13,1,,
Solyc12g055980.1,Solyc12g055980.1,22,5,15,20,11,25,4,0.3,,
Solyc12g055990.1,Solyc12g055990.1,60,32,24,25,34,27,35,66,128,49
Solyc12g056000.1,Solyc12g056000.1,0.1,,,,,,,,,
Solyc12g056010.1,Solyc12g056010.1,,,,,,,0.1,,,
Solyc12g056030.1,Solyc12g056030.1,59,30,48,50,67,65,77,77,64,71
Solyc12g056040.1,Solyc12g056040.1,,,3,,,,0.1,0.2,0.1,
Solyc12g056050.1,Solyc12g056050.1,3,,,,,,,,,
Solyc12g056060.1,Solyc12g056060.1,0.2,,3,1,,,,,,
Solyc12g056080.1,Solyc12g056080.1,61,15,20,31,27,46,52,47,43,55
Solyc12g056090.1,Solyc12g056090.1,26,10,26,18,27,21,11,15,19,28
Solyc12g056100.1,Solyc12g056100.1,515,130,584,610,479,355,719,1342,1104,926
Solyc12g056110.1,Solyc12g056110.1,36,29,75,46,69,63,80,80,50,24
Solyc12g056120.1,Solyc12g056120.1,416,60,115,193,99,178,170,119,160,123
Solyc12g056130.1,Solyc12g056130.1,5,4,8,6,8,8,10,8,6,5
Solyc12g056150.1,Solyc12g056150.1,0.5,13,7,6,3,5,4,5,2,1
Solyc12g056160.1,Solyc12g056160.1,1,0.1,2,0.5,,0.1,,1,1,0.2
Solyc12g056170.1,Solyc12g056170.1,15,9,8,11,10,10,11,10,9,9
Solyc12g056180.1,Solyc12g056180.1,3,,,,,,,,,
Solyc12g056190.1,Solyc12g056190.1,3,2,3,0.5,2,0.6,0.8,0.5,0.2,
Solyc12g056200.1,Solyc12g056200.1,0.8,5,6,0.7,16,14,7,13,0.1,
Solyc12g056210.1,Solyc12g056210.1,172,78,144,126,178,128,143,141,187,216
Solyc12g056220.1,Solyc12g056220.1,1811,384,323,379,799,915,801,351,91,17
Solyc12g056230.1,Solyc12g056230.1,237,189,173,140,488,193,173,142,150,128
Solyc12g056240.1,Solyc12g056240.1,86,29,29,33,74,63,54,68,40,34
Solyc12g056250.1,Solyc12g056250.1,466,74,79,78,71,87,70,106,70,14
Solyc12g056260.1,Solyc12g056260.1,7,,,,,,,,,
Solyc12g056270.1,Solyc12g056270.1,0.5,0.4,2,0.6,0.9,2,0.4,2,,0.7
Solyc12g056280.1,Solyc12g056280.1,2,6,6,4,4,6,6,4,5,8
Solyc12g056290.1,Solyc12g056290.1,2,5,2,2,4,3,5,5,2,3
Solyc12g056300.1,Solyc12g056300.1,15,5,8,5,8,7,5,7,3,2
Solyc12g056310.1,Solyc12g056310.1,0.7,,,,,,,,,
Solyc12g056320.1,Solyc12g056320.1,,,3,,,,,,,
Solyc12g056330.1,Solyc12g056330.1,,,,0.2,,,0.2,,,
Solyc12g056340.1,Solyc12g056340.1,10,5,4,6,10,11,7,8,8,15
Solyc12g056350.1,Solyc12g056350.1,2,11,6,5,5,3,2,0.6,,0.1
Solyc12g056360.1,Solyc12g056360.1,5,3,1,1,1,1,0.9,6,0.7,0.7
Solyc12g056380.1,Solyc12g056380.1,,0.2,,,,,,,,0.1
Solyc12g056390.1,Solyc12g056390.1,0.1,2,0.9,2,,0.2,0.2,,,
Solyc12g056400.1,Solyc12g056400.1,5,28,14,7,14,12,8,15,14,21
Solyc12g056410.1,Solyc12g056410.1,32,102,31,84,38,25,21,34,56,38
Solyc12g056420.1,Solyc12g056420.1,1,0.7,13,4,0.1,0.1,,,,
Solyc12g056430.1,Solyc12g056430.1,0.1,,0.3,,,,,,,
Solyc12g056440.1,Solyc12g056440.1,21,10,6,5,6,11,8,12,17,22
Solyc12g056450.1,Solyc12g056450.1,20,7,22,7,10,11,6,10,11,6
Solyc12g056460.1,Solyc12g056460.1,19,,,,,,,,,
Solyc12g056480.1,Solyc12g056480.1,,,1,,0.5,,,,,
Solyc12g056490.1,Solyc12g056490.1,3,3,8,5,1,0.8,1,0.8,0.4,0.7
Solyc12g056510.1,Solyc12g056510.1,60,32,35,53,21,36,48,40,33,5
Solyc12g056520.1,Solyc12g056520.1,3,2,7,3,6,7,11,8,5,4
Solyc12g056530.1,Solyc12g056530.1,80,71,35,54,50,78,79,102,146,178
Solyc12g056540.1,Solyc12g056540.1,10,4,16,4,26,11,5,2,0.3,0.1
Solyc12g056550.1,Solyc12g056550.1,26,9,13,18,11,16,19,20,14,13
Solyc12g056560.1,Solyc12g056560.1,9,5,6,7,3,8,15,6,3,3
Solyc12g056570.1,Solyc12g056570.1,0.3,,0.5,2,,,,,,
Solyc12g056580.1,Solyc12g056580.1,153,30,21,21,63,91,47,90,21,36
Solyc12g056590.1,Solyc12g056590.1,30,1,44,239,16,9,11,27,74,64
Solyc12g056600.2,Solyc12g056600.2,11,5,15,20,15,15,2,2,52,34
Solyc12g056610.1,Solyc12g056610.1,0.1,20,17,11,0.8,0.4,0.4,,,0.1
Solyc12g056620.1,Solyc12g056620.1,0.2,10,4,20,0.8,2,2,3,7,22
Solyc12g056630.1,Solyc12g056630.1,41,16,21,38,21,20,24,25,51,60
Solyc12g056640.1,Solyc12g056640.1,49,18,35,18,39,51,22,52,46,35
Solyc12g056650.1,Solyc12g056650.1,123,80,32,82,43,55,100,144,151,46
Solyc12g056660.1,Solyc12g056660.1,5,7,11,7,28,26,23,13,4,2
Solyc12g056670.1,Solyc12g056670.1,,,0.2,,,,,,,
Solyc12g056700.1,Solyc12g056700.1,0.1,0.2,1,2,,,,,,
Solyc12g056710.1,Solyc12g056710.1,0.4,57,34,26,1,0.8,0.6,0.1,0.2,0.1
Solyc12g056720.1,Solyc12g056720.1,,0.2,0.1,,,,,,,
Solyc12g056730.1,Solyc12g056730.1,1,,,0.1,,,,,,
Solyc12g056740.1,Solyc12g056740.1,20,35,24,22,41,44,41,29,28,67
Solyc12g056750.1,Solyc12g056750.1,4,0.1,,,,,,,,
Solyc12g056760.1,Solyc12g056760.1,20,1,13,16,6,5,9,7,0.7,1
Solyc12g056770.1,Solyc12g056770.1,46,17,24,22,41,43,44,41,24,22
Solyc12g056780.1,Solyc12g056780.1,46,32,92,65,103,124,67,84,158,183
Solyc12g056790.1,Solyc12g056790.1,48,19,17,20,26,48,56,73,48,45
Solyc12g056800.1,Solyc12g056800.1,94,66,125,61,127,61,35,19,6,2
Solyc12g056810.1,Solyc12g056810.1,0.4,,,,,,,0.5,,
Solyc12g056830.1,Solyc12g056830.1,17,1627,347,284,310,447,415,216,177,21
Solyc12g056840.1,Solyc12g056840.1,27,16,30,25,25,35,20,18,19,10
Solyc12g056850.1,Solyc12g056850.1,4,130,36,46,8,8,4,6,5,40
Solyc12g056860.1,Solyc12g056860.1,88,19,8,32,0.2,0.3,1,7,5,3
Solyc12g056870.1,Solyc12g056870.1,0.2,,0.1,,0.1,,0.2,0.2,,
Solyc12g056880.1,Solyc12g056880.1,,,,,,,0.5,0.5,0.2,
Solyc12g056890.1,Solyc12g056890.1,0.7,,2,0.4,0.2,0.5,0.9,1,0.5,0.7
Solyc12g056900.1,Solyc12g056900.1,51,44,62,37,61,59,69,128,100,76
Solyc12g056910.1,Solyc12g056910.1,69,59,108,123,162,52,94,85,80,92
Solyc12g056920.1,Solyc12g056920.1,46,0.3,2,1,4,3,2,2,2,0.1
Solyc12g056930.1,Solyc12g056930.1,3,5,24,43,5,3,2,2,,0.5
Solyc12g056940.1,Solyc12g056940.1,31,19,16,26,8,16,13,38,140,157
Solyc12g056950.1,Solyc12g056950.1,78,19,14,19,9,29,25,89,112,97
Solyc12g056960.1,Solyc12g056960.1,92,8,4,5,5,5,2,2,2,0.1
Solyc12g056980.1,Solyc12g056980.1,17,33,10,18,3,5,4,4,1,0.4
Solyc12g056990.1,Solyc12g056990.1,10,2,2,2,2,2,0.5,0.9,0.1,0.3
Solyc12g057000.1,Solyc12g057000.1,4,7,2,4,2,4,3,4,2,0.4
Solyc12g057010.1,Solyc12g057010.1,,0.2,18,0.1,,,,0.4,,
Solyc12g057020.1,Solyc12g057020.1,5,0.1,0.2,0.3,0.1,0.1,0.2,0.8,,
Solyc12g057030.1,Solyc12g057030.1,5,23,2,1,3,0.6,0.2,,,
Solyc12g057040.1,Solyc12g057040.1,6,65,9,19,23,48,83,113,47,5
Solyc12g057060.1,Solyc12g057060.1,297,27,23,40,0.8,2,0.4,5,3,0.2
Solyc12g057070.1,Solyc12g057070.1,5,,0.1,,,,,,,
Solyc12g057080.1,Solyc12g057080.1,0.2,13,0.4,0.5,,0.1,,0.1,,
Solyc12g057090.1,Solyc12g057090.1,15,19,14,4,0.1,0.2,0.7,2,3,1
Solyc12g057100.1,Solyc12g057100.1,17,21,17,16,0.7,1,1,2,2,0.5
Solyc12g057110.2,Solyc12g057110.2,113,86,134,130,124,144,55,62,38,8
Solyc12g057120.1,Solyc12g057120.1,54,44,47,53,49,52,56,69,108,138
Solyc12g057130.1,Solyc12g057130.1,0.1,,1,0.1,,,0.1,0.2,0.1,
Solyc12g057140.1,Solyc12g057140.1,426,24,40,33,62,20,11,63,40,145
Solyc12g057150.1,Solyc12g057150.1,1,0.5,0.3,0.2,,0.3,0.4,,0.2,0.3
Solyc12g057160.1,Solyc12g057160.1,127,8,12,13,19,7,2,110,82,262
Solyc12g062160.1,Solyc12g062160.1,0.4,0.2,1,1,0.6,0.2,0.6,1,0.3,
Solyc12g062200.1,Solyc12g062200.1,34,1,4,4,5,15,38,52,75,15
Solyc12g062220.1,Solyc12g062220.1,,,0.1,,,,,,,
Solyc12g062250.1,Solyc12g062250.1,2,62,17,14,22,17,15,19,6,12
Solyc12g062260.1,Solyc12g062260.1,,4,1,2,2,2,1,2,0.6,0.7
Solyc12g062280.1,Solyc12g062280.1,65,34,46,39,47,41,37,41,39,48
Solyc12g062290.1,Solyc12g062290.1,25,10,16,17,25,20,16,24,16,22
Solyc12g062340.1,Solyc12g062340.1,,3,5,3,0.8,,2,12,3,4
Solyc12g062450.1,Solyc12g062450.1,,,,,,,0.4,,,
Solyc12g062480.1,Solyc12g062480.1,4,1,2,2,2,3,3,4,2,2
Solyc12g062500.1,Solyc12g062500.1,,0.3,2,,,0.5,,0.2,,0.1
Solyc12g062510.1,Solyc12g062510.1,19,4,3,4,4,9,6,13,6,7
Solyc12g062520.1,Solyc12g062520.1,,0.1,,,,,,,0.2,
Solyc12g062560.1,Solyc12g062560.1,,,,,,0.3,0.6,,,0.3
Solyc12g062570.1,Solyc12g062570.1,0.3,,,,,0.4,0.2,,,0.4
Solyc12g062590.1,Solyc12g062590.1,0.2,0.1,,,,0.3,0.3,,,
Solyc12g062600.1,Solyc12g062600.1,,,0.2,,,,,,,
Solyc12g062610.1,Solyc12g062610.1,0.2,0.4,0.1,0.3,0.7,3,2,,,
Solyc12g062620.1,Solyc12g062620.1,,,,,,0.5,,,,
Solyc12g062630.1,Solyc12g062630.1,0.2,1,0.1,0.2,,1,2,0.7,0.2,0.3
Solyc12g062640.1,Solyc12g062640.1,,,,0.5,0.3,0.7,0.5,,,0.4
Solyc12g062650.1,Solyc12g062650.1,,,,,,,0.3,,,0.2
Solyc12g062690.1,Solyc12g062690.1,44,3,9,12,1,0.8,5,2,,
Solyc12g062770.1,Solyc12g062770.1,,,,,,0.1,,,,
Solyc12g062800.1,Solyc12g062800.1,,8,6,4,0.5,,3,3,,
Solyc12g062820.1,Solyc12g062820.1,,,,,,,,0.1,,
Solyc12g062830.1,Solyc12g062830.1,,0.3,,6,,,,,,
Solyc12g062840.1,Solyc12g062840.1,4,,1,,,2,,,,
Solyc12g062850.1,Solyc12g062850.1,,,0.3,,,,,,,
Solyc12g062860.1,Solyc12g062860.1,69,23,36,67,64,86,101,132,165,290
Solyc12g062870.1,Solyc12g062870.1,224,134,122,130,138,185,163,168,184,205
Solyc12g062880.1,Solyc12g062880.1,,,,0.1,,,,,,
Solyc12g062910.1,Solyc12g062910.1,0.4,,768,477,,,1,1,0.3,0.3
Solyc12g062920.1,Solyc12g062920.1,12,2,1953,4410,7,0.5,13,4,2,0.3
Solyc12g062940.1,Solyc12g062940.1,34,,,0.1,0.1,,0.1,,,
Solyc12g062990.1,Solyc12g062990.1,0.1,,,,,,,,,
Solyc12g063050.1,Solyc12g063050.1,55,28,28,29,33,36,42,55,38,43
Solyc12g068070.1,Solyc12g068070.1,29,8,5,8,7,15,22,38,36,20
Solyc12g068080.1,Solyc12g068080.1,3,,,,0.9,2,0.8,3,0.8,5
Solyc12g070080.1,Solyc12g070080.1,2,2,14,6,,1,1,2,7,35
Solyc12g070090.1,Solyc12g070090.1,0.5,0.8,7,3,0.1,1,2,0.7,3,21
Solyc12g070100.1,Solyc12g070100.1,53,19,20,29,24,35,46,34,44,54
Solyc12g070120.1,Solyc12g070120.1,2,4,4,4,4,2,3,6,8,4
Solyc12g070130.1,Solyc12g070130.1,,,0.1,,,,,,,
Solyc12g070140.1,Solyc12g070140.1,0.4,,0.1,0.2,0.2,0.6,0.6,,0.2,
Solyc12g070170.1,Solyc12g070170.1,0.1,0.1,0.5,0.1,0.2,0.3,0.4,0.2,0.4,0.4
Solyc12g070180.1,Solyc12g070180.1,0.5,0.1,1,0.5,1,0.2,0.3,0.2,0.4,0.1
Solyc12g070200.1,Solyc12g070200.1,1,0.1,628,694,0.9,0.4,2,1,0.3,
Solyc12g070220.1,Solyc12g070220.1,,,,,0.5,,,,,
Solyc12g070230.1,Solyc12g070230.1,,0.3,,,0.4,,,,0.4,
Solyc12g070240.1,Solyc12g070240.1,0.6,0.2,0.1,0.4,,0.3,0.5,0.6,0.1,0.3
Solyc12g070270.1,Solyc12g070270.1,10,51,20,19,19,18,13,13,12,15
Solyc12g070280.1,Solyc12g070280.1,12,63,24,32,27,23,20,16,12,20
Solyc12g076320.1,Solyc12g076320.1,13,6,15,11,19,13,13,9,5,3
Solyc12g076330.1,Solyc12g076330.1,3,0.6,0.5,0.6,0.9,2,4,3,1,1
Solyc12g076340.1,Solyc12g076340.1,9,3,6,8,12,8,12,10,3,1
Solyc12g076350.1,Solyc12g076350.1,13,3,7,7,11,13,10,8,4,3
Solyc12g077360.1,Solyc12g077360.1,0.9,,,,,,,0.4,,
Solyc12g077370.1,Solyc12g077370.1,3,0.1,,0.1,,,0.1,,,
Solyc12g077380.1,Solyc12g077380.1,3,,2,6,,0.7,1,2,,
Solyc12g077390.1,Solyc12g077390.1,,,3,3,,,,,,
Solyc12g077420.1,Solyc12g077420.1,15,13,22,20,17,9,16,15,11,14
Solyc12g077430.1,Solyc12g077430.1,1,0.9,0.1,0.2,,0.6,1,0.8,1,3
Solyc12g077440.1,Solyc12g077440.1,1,0.5,0.9,1,1,1,2,1,2,2
Solyc12g077450.1,Solyc12g077450.1,0.9,,,,0.3,1,2,0.4,0.5,1
Solyc12g077460.1,Solyc12g077460.1,9,7,12,22,6,4,5,11,9,17
Solyc12g077490.1,Solyc12g077490.1,7,2,2,1,2,7,5,6,3,4
Solyc12g077510.1,Solyc12g077510.1,0.3,,0.1,0.1,0.1,0.4,0.1,0.1,0.2,0.2
Solyc12g077520.1,Solyc12g077520.1,0.8,1,,1,0.4,1,,1,2,0.9
Solyc12g077540.1,Solyc12g077540.1,11,8,10,10,11,12,15,15,12,12
Solyc12g077570.1,Solyc12g077570.1,,0.7,,,,,,,,
Solyc12g077590.1,Solyc12g077590.1,68,81,68,48,72,60,57,45,43,36
Solyc12g077610.1,Solyc12g077610.1,84,50,34,75,64,50,126,90,64,30
Solyc12g077650.1,Solyc12g077650.1,2,2,1,4,3,4,7,2,1,4
Solyc12g077660.1,Solyc12g077660.1,0.8,0.9,1,0.3,,2,1,,1,2
Solyc12g077670.1,Solyc12g077670.1,1,,0.4,0.2,,1,1,2,0.5,0.2
Solyc12g077680.1,Solyc12g077680.1,,0.2,0.2,,0.3,0.4,1,0.9,0.7,1
Solyc12g082690.1,Solyc12g082690.1,0.5,0.3,0.2,0.2,0.1,0.7,0.7,0.5,,2
Solyc12g082720.1,Solyc12g082720.1,0.8,0.1,0.2,0.4,0.1,,,,,
Solyc12g087790.1,Solyc12g087790.1,1,0.8,2,,,1,0.4,0.6,,1
Solyc12g087800.1,Solyc12g087800.1,0.1,,,,,,,,,
Solyc12g087810.1,Solyc12g087810.1,9,23,25,25,29,40,44,30,45,52
Solyc12g087820.1,Solyc12g087820.1,4,8,9,6,10,14,11,9,15,13
Solyc12g087830.1,Solyc12g087830.1,13,27,43,60,73,65,68,69,93,85
Solyc12g087840.1,Solyc12g087840.1,4,2,13,71,0.4,0.3,0.1,0.2,0.6,3
Solyc12g087850.1,Solyc12g087850.1,6,,0.5,0.5,0.6,,,,,
Solyc12g087860.1,Solyc12g087860.1,15,2,0.3,1,0.3,0.2,0.1,0.5,0.1,
Solyc12g087870.1,Solyc12g087870.1,11,9,2,3,,,,,,
Solyc12g087880.1,Solyc12g087880.1,1,0.2,,,,,,,,
Solyc12g087890.1,Solyc12g087890.1,125,32,38,59,47,60,42,39,11,14
Solyc12g087900.1,Solyc12g087900.1,,,,,0.1,,,,,
Solyc12g087920.1,Solyc12g087920.1,0.1,0.7,0.2,,,,,,,
Solyc12g087930.1,Solyc12g087930.1,0.1,0.1,21,55,0.1,,0.4,,0.1,
Solyc12g087940.1,Solyc12g087940.1,376,25,43,13,527,178,5,0.1,0.3,0.4
Solyc12g087950.1,Solyc12g087950.1,34,24,11,12,10,13,10,31,32,17
Solyc12g087960.1,Solyc12g087960.1,26,19,13,12,11,17,30,38,70,74
Solyc12g087970.1,Solyc12g087970.1,24,10,9,10,16,16,18,17,15,19
Solyc12g087980.1,Solyc12g087980.1,0.1,3,20,3,1,36,32,4,4,3
Solyc12g087990.1,Solyc12g087990.1,7,4,5,10,8,11,8,6,6,7
Solyc12g088000.1,Solyc12g088000.1,11,,12,0.1,,,0.1,,,
Solyc12g088010.1,Solyc12g088010.1,0.2,0.1,4,0.2,0.1,0.2,0.2,0.2,0.2,0.2
Solyc12g088020.1,Solyc12g088020.1,19,6,5,6,7,12,10,10,17,10
Solyc12g088030.1,Solyc12g088030.1,62,57,119,124,94,85,61,81,56,66
Solyc12g088040.1,Solyc12g088040.1,37,2,3,5,4,2,0.8,1,0.2,0.4
Solyc12g088050.1,Solyc12g088050.1,11,15,14,15,30,21,16,7,2,0.6
Solyc12g088060.1,Solyc12g088060.1,,,0.5,,0.3,0.1,0.1,,,0.1
Solyc12g088070.1,Solyc12g088070.1,9,8,22,12,16,11,11,15,8,6
Solyc12g088080.1,Solyc12g088080.1,1,,,,,,,,,
Solyc12g088090.1,Solyc12g088090.1,0.6,,,,,,,,,
Solyc12g088100.1,Solyc12g088100.1,,,29,84,0.2,0.2,,0.2,,
Solyc12g088110.1,Solyc12g088110.1,0.3,,33,77,0.1,,0.3,0.2,0.1,
Solyc12g088130.1,Solyc12g088130.1,2,,,,,0.1,,,,
Solyc12g088140.1,Solyc12g088140.1,25,1,10,8,3,2,0.8,0.2,,
Solyc12g088160.1,Solyc12g088160.1,0.2,,62,0.1,,,,0.1,,
Solyc12g088170.1,Solyc12g088170.1,0.1,33,0.4,1,,,,,,
Solyc12g088180.1,Solyc12g088180.1,0.1,0.1,0.2,,0.2,,0.1,,,0.3
Solyc12g088190.1,Solyc12g088190.1,3,2,119,303,19,30,22,1,0.2,
Solyc12g088200.1,Solyc12g088200.1,10,12,17,24,11,13,22,33,37,29
Solyc12g088210.1,Solyc12g088210.1,16,5,7,13,11,17,21,26,24,24
Solyc12g088220.1,Solyc12g088220.1,3,6,9,7,6,1,,3,136,1498
Solyc12g088230.1,Solyc12g088230.1,18,4,5,39,6,19,34,55,77,96
Solyc12g088240.1,Solyc12g088240.1,,,6,2,,0.3,0.6,2,2,2
Solyc12g088250.1,Solyc12g088250.1,0.6,2,3,3,0.1,0.4,0.4,0.1,,
Solyc12g088260.1,Solyc12g088260.1,0.3,,0.8,,,,,,,
Solyc12g088270.1,Solyc12g088270.1,,,0.4,,,,,,,
Solyc12g088280.1,Solyc12g088280.1,0.1,,0.3,,,,,,,
Solyc12g088290.1,Solyc12g088290.1,78,11,13,18,31,46,50,47,57,39
Solyc12g088300.1,Solyc12g088300.1,4,3,0.6,3,0.1,0.4,0.8,1,0.1,2
Solyc12g088310.1,Solyc12g088310.1,15,7,7,8,6,10,12,10,22,38
Solyc12g088320.1,Solyc12g088320.1,12,35,19,6,12,7,4,1,0.5,0.3
Solyc12g088330.1,Solyc12g088330.1,2,2,1,0.1,,,,,,
Solyc12g088340.1,Solyc12g088340.1,65,59,42,50,42,55,74,53,49,43
Solyc12g088360.1,Solyc12g088360.1,14,5,10,12,8,6,6,15,8,23
Solyc12g088370.1,Solyc12g088370.1,33,13,12,15,9,12,5,7,13,25
Solyc12g088380.1,Solyc12g088380.1,1,,,,0.1,,,,,
Solyc12g088390.1,Solyc12g088390.1,64,15,0.3,0.6,7,2,0.5,18,12,2
Solyc12g088400.1,Solyc12g088400.1,27,67,0.7,1,6,2,0.2,19,15,4
Solyc12g088410.1,Solyc12g088410.1,2,0.9,9,11,6,2,5,2,5,12
Solyc12g088420.1,Solyc12g088420.1,8,10,14,12,11,11,5,6,18,35
Solyc12g088430.1,Solyc12g088430.1,17,16,45,17,60,96,18,60,3,1
Solyc12g088440.1,Solyc12g088440.1,40,13,18,34,10,14,14,21,22,21
Solyc12g088450.1,Solyc12g088450.1,9,3,4,11,5,7,11,9,9,9
Solyc12g088460.1,Solyc12g088460.1,33,6,9,16,1,3,2,6,20,88
Solyc12g088470.1,Solyc12g088470.1,0.8,0.3,0.7,0.5,3,2,1,2,0.8,0.4
Solyc12g088480.1,Solyc12g088480.1,9,6,7,6,13,12,13,17,12,10
Solyc12g088490.1,Solyc12g088490.1,0.3,,0.7,0.1,,0.4,,,,
Solyc12g088500.1,Solyc12g088500.1,0.4,,0.4,0.1,1,2,0.9,0.3,0.1,0.2
